OBJECTID,plotid,longitude,latitude,shape,size_m,sample_points,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,Water>irrigation ditch,grass,Water>rivers/stream,Impervious Surface (no building),Wetlands,Water>lake/ponded/container,cultivated vegetation,Bare Ground,Building,Trees_CanopyCover,unknown,bush/scrub,shadow,shape.1,shape.2,shape.3,shape.4,shape.5,shape.6,shape.7,shape.8,shape_12_13_14_15_16_17_18_19_2,Water>treated pool,shape_12_13_14_15_16_17_18_19_3,shape_12_13_14_15_16_17_18_19_4,shape_12_13_14_15_16_17_18_19_5,shape_12_13_14_15_16_17_18_19_6,shape_12_13_14_15_16_17_18_19_7,shape_12_13_14_15_16_17_18_19_8,shape_12_13_14_15_16_17_18_19_9,shape_12_13_14_15_16_17_18_1_10,shape_12_13_14_15_16_17_18_1_11,shape_12_13_14_15_16_17_18_1_12,plotid 1,center_lon 1,center_lat 1,shape 1,size_m 1,sample_points 1,flagged 1,flagged_reason 1,confidence 1,collection_time 1,analysis_duration 1,common_securewatch_date 1,total_securewatch_dates 1,Land_Cover_Elements_Water_irr_1,grass 1,Land_Cover_Elements_Water_riv_1,Land_Cover_Elements_Impervious1,Wetlands 1,Land_Cover_Elements_Water_lake1,Land_Cover_Elements_cultivated1,Land_Cover_Elements_Bare_Grou_1,Building 1,Land_Cover_Elements_Trees_Can_1,unknown 1,Land_Cover_Elements_bush_scrub_,shadow 1,shape 1.1,shape 1.2,shape 1.3,shape 1.4,shape 1.5,shape 1.6,shape 1.7,shape 1.8,shape_12_13_14_15_16_17_18_1_13,Land_Cover_Elements_Water_tre_1,shape_12_13_14_15_16_17_18_1_14,shape_12_13_14_15_16_17_18_1_15,shape_12_13_14_15_16_17_18_1_16,shape_12_13_14_15_16_17_18_1_17,shape_12_13_14_15_16_17_18_1_18,shape_12_13_14_15_16_17_18_1_19,shape_12_13_14_15_16_17_18_1_20,shape_12_13_14_15_16_17_18_1_21,shape_12_13_14_15_16_17_18_1_22,shape_12_13_14_15_16_17_18_1_23,x_AOI,y_AOI,Median Income_AOI,Min Distance,AOI,Average Income_AOI,Latitude,Longitude,Date,ECO_L2T_LSTE_002_LST,ECO_L2T_LSTE_002_LST_err,ECO_L2T_LSTE_002_QC,ECO_L2T_LSTE_002_QC_bitmask,ECO_L2T_LSTE_002_QC_Mandatory_QA_flags,ECO_L2T_LSTE_002_QC_Mandatory_QA_flags_Description,ECO_L2T_LSTE_002_QC_Data_quality_flag,ECO_L2T_LSTE_002_QC_Data_quality_flag_Description,ECO_L2T_LSTE_002_QC_LST_accuracy,ECO_L2T_LSTE_002_QC_LST_accuracy_Description,ObjectId,x_LST,y_LST,AOI Latitude,AOI Longitude,Median Income_LST,Average Income_LST
130,1418,-97.70839,30.308309,,100,100,0,,100,7/19/23 13:43,273.4 secs,,0,0,5,0,56,0,0,0,0,1,24,0,0,14,,,,,,,,,,,,,,,,,,,,,1418,-97.70839,30.308309,,100,100,0,,100,7/19/23 13:43,273.4 secs,,0,0,5,0,56,0,0,0,0,1,24,0,0,14,,,,,,,,,,,,,,,,,,,,,-97.70839,30.308309,64131,1313.019675,14,108120.9189,30.308309,-97.70839,2022-06-23 10:41:10 UTC,299.3200073,2.4000001,19904,0b0100110111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),32574,-97.70839,30.308309,30.308309,-97.70839,64131,108120.9189
131,1419,-97.703183,30.285826,,100,100,0,,100,7/19/23 13:47,222.3 secs,,0,0,3,0,29,0,0,0,1,24,23,0,1,19,,,,,,,,,,,,,,,,,,,,,1419,-97.703183,30.285826,,100,100,0,,100,7/19/23 13:47,222.3 secs,,0,0,3,0,29,0,0,0,1,24,23,0,1,19,,,,,,,,,,,,,,,,,,,,,-97.703183,30.285826,64131,1535.599271,14,108120.9189,30.285826,-97.703183,2023-02-14 21:23:15 UTC,302.1000061,0.72,65472,0b1111111111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),21872,-97.703183,30.285826,30.285826,-97.703183,64131,108120.9189
132,1420,-97.703183,30.290323,,100,100,0,,100,7/19/23 13:50,173.5 secs,,0,0,1,0,18,0,0,0,0,60,8,0,1,12,,,,,,,,,,,,,,,,,,,,,1420,-97.703183,30.290323,,100,100,0,,100,7/19/23 13:50,173.5 secs,,0,0,1,0,18,0,0,0,0,60,8,0,1,12,,,,,,,,,,,,,,,,,,,,,-97.703183,30.290323,64131,1169.57103,14,108120.9189,30.290323,-97.703183,2023-04-21 11:05:18 UTC,288.7000122,2.04,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),22852,-97.703183,30.290323,30.290323,-97.703183,64131,108120.9189
133,1421,-97.703183,30.29482,,100,100,0,,100,7/19/23 13:52,143.7 secs,,0,0,0,0,14,0,0,0,0,58,15,0,1,12,,,,,,,,,,,,,,,,,,,,,1421,-97.703183,30.29482,,100,100,0,,100,7/19/23 13:52,143.7 secs,,0,0,0,0,14,0,0,0,0,58,15,0,1,12,,,,,,,,,,,,,,,,,,,,,-97.703183,30.29482,64131,935.2980843,14,108120.9189,30.29482,-97.703183,2022-12-07 16:34:20 UTC,285.1000061,2.1600001,19904,0b0100110111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),24470,-97.703183,30.29482,30.29482,-97.703183,64131,108120.9189
134,1422,-97.703183,30.299316,,100,100,0,,100,7/19/23 13:55,140.8 secs,,0,0,38,0,10,0,0,0,38,3,0,0,0,11,,,,,,,,,,,,,,,,,,,,,1422,-97.703183,30.299316,,100,100,0,,100,7/19/23 13:55,140.8 secs,,0,0,38,0,10,0,0,0,38,3,0,0,0,11,,,,,,,,,,,,,,,,,,,,,-97.703183,30.299316,64131,937.3731131,14,108120.9189,30.299316,-97.703183,2022-12-19 19:54:53 UTC,281.8999939,1.8,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),27218,-97.703183,30.299316,30.299316,-97.703183,64131,108120.9189
135,1423,-97.703183,30.303813,,100,100,0,,100,7/19/23 13:59,227.0 secs,,0,0,38,0,24,0,0,0,7,17,7,0,1,6,,,,,,,,,,,,,,,,,,,,,1423,-97.703183,30.303813,,100,100,0,,100,7/19/23 13:59,227.0 secs,,0,0,38,0,24,0,0,0,7,17,7,0,1,6,,,,,,,,,,,,,,,,,,,,,-97.703183,30.303813,64131,1174.545311,14,108120.9189,30.303813,-97.703183,2022-05-20 08:27:02 UTC,291.019989,1.6799999,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),29067,-97.703183,30.303813,30.303813,-97.703183,64131,108120.9189
136,1424,-97.703183,30.308309,,100,100,0,,100,7/19/23 14:04,320.7 secs,,0,4,36,0,1,0,0,0,0,4,39,0,2,14,,,,,,,,,,,,,,,,,,,,,1424,-97.703183,30.308309,,100,100,0,,100,7/19/23 14:04,320.7 secs,,0,4,36,0,1,0,0,0,0,4,39,0,2,14,,,,,,,,,,,,,,,,,,,,,-97.703183,30.308309,48731,954.0858273,14,108120.9189,30.308309,-97.703183,2023-05-06 13:34:55 UTC,288.5,1.84,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),32582,-97.703183,30.308309,30.308309,-97.703183,48731,108120.9189
137,1425,-97.697975,30.285826,,100,100,0,,96,7/19/23 16:18,741.5 secs,,0,0,12,0,4,0,0,0,1,21,34,0,0,28,,,,,,,,,,,,,,,,,,,,,1425,-97.697975,30.285826,,100,100,0,,96,7/19/23 16:18,741.5 secs,,0,0,12,0,4,0,0,0,1,21,34,0,0,28,,,,,,,,,,,,,,,,,,,,,-97.697975,30.285826,300000,1818.462066,14,108120.9189,30.285826,-97.697975,2023-02-26 08:26:34 UTC,282.0400085,1.88,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),21596,-97.697975,30.285826,30.285826,-97.697975,300000,108120.9189
138,1426,-97.697975,30.290323,,100,100,0,,100,7/19/23 16:21,156.3 secs,,0,0,23,0,18,0,0,0,2,38,6,0,0,13,,,,,,,,,,,,,,,,,,,,,1426,-97.697975,30.290323,,100,100,0,,100,7/19/23 16:21,156.3 secs,,0,0,23,0,18,0,0,0,2,38,6,0,0,13,,,,,,,,,,,,,,,,,,,,,-97.697975,30.290323,300000,1570.586826,14,108120.9189,30.290323,-97.697975,2022-10-27 08:38:45 UTC,285.0799866,1.12,40640,0b1001111011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),22819,-97.697975,30.290323,30.290323,-97.697975,300000,108120.9189
139,1427,-97.697975,30.29482,,100,100,0,,100,7/19/23 16:22,99.8 secs,,0,0,5,0,39,0,0,0,1,54,0,0,0,1,,,,,,,,,,,,,,,,,,,,,1427,-97.697975,30.29482,,100,100,0,,100,7/19/23 16:22,99.8 secs,,0,0,5,0,39,0,0,0,1,54,0,0,0,1,,,,,,,,,,,,,,,,,,,,,-97.697975,30.29482,64131,1424.837614,14,108120.9189,30.29482,-97.697975,2023-08-05 16:53:17 UTC,322.6000061,1.96,19136,0b0100101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),24217,-97.697975,30.29482,30.29482,-97.697975,64131,108120.9189
140,1428,-97.697975,30.299316,,100,100,0,,90,7/19/23 16:25,7.8 secs,,0,0,17,0,19,0,0,0,22,33,0,0,0,9,,,,,,,,,,,,,,,,,,,,,1428,-97.697975,30.299316,,100,100,0,,90,7/19/23 16:25,7.8 secs,,0,0,17,0,19,0,0,0,22,33,0,0,0,9,,,,,,,,,,,,,,,,,,,,,-97.697975,30.299316,64131,1426.182094,14,108120.9189,30.299316,-97.697975,2023-01-08 03:45:29 UTC,288.4400024,2,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),27845,-97.697975,30.299316,30.299316,-97.697975,64131,108120.9189
141,1429,-97.697975,30.303813,,100,100,0,,100,7/19/23 16:29,208.3 secs,,0,0,34,0,12,0,0,0,0,0,42,0,3,9,,,,,,,,,,,,,,,,,,,,,1429,-97.697975,30.303813,,100,100,0,,100,7/19/23 16:29,208.3 secs,,0,0,34,0,12,0,0,0,0,0,42,0,3,9,,,,,,,,,,,,,,,,,,,,,-97.697975,30.303813,48731,1217.370902,14,108120.9189,30.303813,-97.697975,2022-07-16 10:01:45 UTC,295.1799927,2.8399999,3520,0b0000110111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),30377,-97.697975,30.303813,30.303813,-97.697975,48731,108120.9189
142,1430,-97.697975,30.308309,,100,100,0,,100,7/19/23 16:34,300.7 secs,,0,0,5,0,14,0,0,0,1,20,35,0,1,24,,,,,,,,,,,,,,,,,,,,,1430,-97.697975,30.308309,,100,100,0,,100,7/19/23 16:34,300.7 secs,,0,0,5,0,14,0,0,0,1,20,35,0,1,24,,,,,,,,,,,,,,,,,,,,,-97.697975,30.308309,48731,724.122371,14,108120.9189,30.308309,-97.697975,2023-08-13 21:50:49 UTC,320.7000122,2.2,19136,0b0100101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),32955,-97.697975,30.308309,30.308309,-97.697975,48731,108120.9189
143,1431,-97.692768,30.285826,,100,100,0,,100,7/19/23 16:37,169.8 secs,,0,0,66,0,4,0,0,0,0,0,18,0,0,12,,,,,,,,,,,,,,,,,,,,,1431,-97.692768,30.285826,,100,100,0,,100,7/19/23 16:37,169.8 secs,,0,0,66,0,4,0,0,0,0,0,18,0,0,12,,,,,,,,,,,,,,,,,,,,,-97.692768,30.285826,300000,1449.389902,14,108120.9189,30.285826,-97.692768,2022-04-23 18:51:47 UTC,290.1199951,2.1199999,18881,0b0100100111000001,0b01,"Pixel produced, nominal quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),21851,-97.692768,30.285826,30.285826,-97.692768,300000,108120.9189
144,1432,-97.692768,30.290323,,100,100,0,,96,7/19/23 16:39,130.7 secs,,0,0,63,0,0,0,37,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1432,-97.692768,30.290323,,100,100,0,,96,7/19/23 16:39,130.7 secs,,0,0,63,0,0,0,37,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.692768,30.290323,300000,1122.820019,14,108120.9189,30.290323,-97.692768,2022-12-15 21:31:39 UTC,293.9400024,0.88,60352,0b1110101111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),22003,-97.692768,30.290323,30.290323,-97.692768,300000,108120.9189
145,1433,-97.692768,30.29482,,100,100,0,,100,7/19/23 16:40,65.9 secs,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1433,-97.692768,30.29482,,100,100,0,,100,7/19/23 16:40,65.9 secs,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.692768,30.29482,300000,958.0049296,14,108120.9189,30.29482,-97.692768,2023-07-06 04:55:11 UTC,301.1199951,2.9200001,3520,0b0000110111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),24130,-97.692768,30.29482,30.29482,-97.692768,300000,108120.9189
146,1434,-97.692768,30.299316,,100,100,0,,100,7/19/23 16:45,294.0 secs,,0,0,7,0,49,0,0,0,10,4,18,0,1,11,,,,,,,,,,,,,,,,,,,,,1434,-97.692768,30.299316,,100,100,0,,100,7/19/23 16:45,294.0 secs,,0,0,7,0,49,0,0,0,10,4,18,0,1,11,,,,,,,,,,,,,,,,,,,,,-97.692768,30.299316,300000,1035.272206,14,108120.9189,30.299316,-97.692768,2023-12-29 15:22:27 UTC,281.3399963,1.08,56261,0b1101101111000101,0b01,"Pixel produced, nominal quality",0b01,Missing stripe pixel in bands 1 and 5,0b11,<1 K (Excellent performance),27173,-97.692768,30.299316,30.299316,-97.692768,300000,108120.9189
147,1435,-97.692768,30.303813,,100,100,0,,100,7/19/23 16:50,293.6 secs,,0,0,16,0,9,0,1,0,1,21,34,0,0,18,,,,,,,,,,,,,,,,,,,,,1435,-97.692768,30.303813,,100,100,0,,100,7/19/23 16:50,293.6 secs,,0,0,16,0,9,0,1,0,1,21,34,0,0,18,,,,,,,,,,,,,,,,,,,,,-97.692768,30.303813,48731,1264.060631,14,108120.9189,30.303813,-97.692768,2023-08-20 19:30:00 UTC,315.1400146,2.4000001,18113,0b0100011011000001,0b01,"Pixel produced, nominal quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),30031,-97.692768,30.303813,30.303813,-97.692768,48731,108120.9189
148,1436,-97.692768,30.308309,,100,100,0,,100,7/19/23 16:54,263.8 secs,,0,0,11,0,7,0,2,0,0,24,40,0,0,16,,,,,,,,,,,,,,,,,,,,,1436,-97.692768,30.308309,,100,100,0,,100,7/19/23 16:54,263.8 secs,,0,0,11,0,7,0,2,0,0,24,40,0,0,16,,,,,,,,,,,,,,,,,,,,,-97.692768,30.308309,48731,800.1282944,14,108120.9189,30.308309,-97.692768,2023-08-17 12:06:39 UTC,296.8800049,1.84,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),32575,-97.692768,30.308309,30.308309,-97.692768,48731,108120.9189
149,2200,-97.763048,30.512953,,100,100,0,,95,7/13/23 18:54,19.8 secs,,0,0,0,0,0,0,0,0,98,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,2200,-97.763048,30.512953,,100,100,0,,95,7/13/23 18:54,19.8 secs,,0,0,0,0,0,0,0,0,98,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,-97.763048,30.512953,117987,2788.262723,22,80046.85135,30.512953,-97.763048,2023-06-20 11:28:08 UTC,297.7799988,2.48,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),73448,-97.763048,30.512953,30.512953,-97.763048,117987,80046.85135
150,2201,-97.776095,30.501711,,100,100,0,,90,7/13/23 18:49,79390.4 secs,,0,0,24,0,0,0,0,0,0,0,1,0,72,3,,,,,,,,,,,,,,,,,,,,,2201,-97.776095,30.501711,,100,100,0,,90,7/13/23 18:49,79390.4 secs,,0,0,24,0,0,0,0,0,0,0,1,0,72,3,,,,,,,,,,,,,,,,,,,,,-97.776095,30.501711,61777,1472.165767,22,80046.85135,30.501711,-97.776095,2023-12-25 08:48:16 UTC,281.4200134,0.84,56000,0b1101101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),64984,-97.776095,30.501711,30.501711,-97.776095,61777,80046.85135
151,2202,-97.776095,30.506208,,100,100,0,,96,7/13/23 18:54,276.6 secs,,0,0,18,0,40,0,0,0,2,0,25,0,0,15,,,,,,,,,,,,,,,,,,,,,2202,-97.776095,30.506208,,100,100,0,,96,7/13/23 18:54,276.6 secs,,0,0,18,0,40,0,0,0,2,0,25,0,0,15,,,,,,,,,,,,,,,,,,,,,-97.776095,30.506208,61777,1958.5811,22,80046.85135,30.506208,-97.776095,2022-11-04 13:38:04 UTC,278.7999878,2.4400001,16832,0b0100000111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),67527,-97.776095,30.506208,30.506208,-97.776095,61777,80046.85135
152,2203,-97.776095,30.510704,,100,100,0,,90,7/13/23 20:13,70.4 secs,,0,0,0,0,0,0,0,0,0,0,48,0,42,10,,,,,,,,,,,,,,,,,,,,,2203,-97.776095,30.510704,,100,100,0,,90,7/13/23 20:13,70.4 secs,,0,0,0,0,0,0,0,0,0,0,48,0,42,10,,,,,,,,,,,,,,,,,,,,,-97.776095,30.510704,61777,2449.767436,22,80046.85135,30.510704,-97.776095,2023-01-23 06:15:02 UTC,274.6400146,0.72,65472,0b1111111111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),71913,-97.776095,30.510704,30.510704,-97.776095,61777,80046.85135
153,2204,-97.776095,30.515201,,100,100,0,,93,7/13/23 20:14,65.0 secs,,0,0,14,0,1,0,1,0,0,6,21,0,49,8,,,,,,,,,,,,,,,,,,,,,2204,-97.776095,30.515201,,100,100,0,,93,7/13/23 20:14,65.0 secs,,0,0,14,0,1,0,1,0,0,6,21,0,49,8,,,,,,,,,,,,,,,,,,,,,-97.776095,30.515201,61777,2943.500975,22,80046.85135,30.515201,-97.776095,2022-12-07 16:34:20 UTC,288.7000122,2.0799999,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),73454,-97.776095,30.515201,30.515201,-97.776095,61777,80046.85135
154,2205,-97.776095,30.519697,,100,100,0,,96,7/13/23 19:19,238.2 secs,,0,0,20,0,7,0,0,0,0,12,50,1,0,10,,,,,,,,,,,,,,,,,,,,,2205,-97.776095,30.519697,,100,100,0,,96,7/13/23 19:19,238.2 secs,,0,0,20,0,7,0,0,0,0,12,50,1,0,10,,,,,,,,,,,,,,,,,,,,,-97.776095,30.519697,61777,3438.512642,22,80046.85135,30.519697,-97.776095,2022-06-11 15:29:47 UTC,309.9200134,2.24,20160,0b0100111011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),75765,-97.776095,30.519697,30.519697,-97.776095,61777,80046.85135
155,2206,-97.776095,30.524194,,100,100,0,,94,7/13/23 20:19,261.7 secs,,0,0,2,0,5,0,0,0,0,1,37,0,44,11,,,,,,,,,,,,,,,,,,,,,2206,-97.776095,30.524194,,100,100,0,,94,7/13/23 20:19,261.7 secs,,0,0,2,0,5,0,0,0,0,1,37,0,44,11,,,,,,,,,,,,,,,,,,,,,-97.776095,30.524194,61777,3934.498752,22,80046.85135,30.524194,-97.776095,2023-12-06 16:09:47 UTC,288.8800049,0.92,53184,0b1100111111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),77189,-97.776095,30.524194,30.524194,-97.776095,61777,80046.85135
156,2207,-97.770876,30.501711,,100,100,0,,95,7/13/23 19:39,342.3 secs,,0,0,5,0,12,0,0,0,0,21,38,0,0,24,,,,,,,,,,,,,,,,,,,,,2207,-97.770876,30.501711,,100,100,0,,95,7/13/23 19:39,342.3 secs,,0,0,5,0,12,0,0,0,0,21,38,0,0,24,,,,,,,,,,,,,,,,,,,,,-97.770876,30.501711,61777,1670.662973,22,80046.85135,30.501711,-97.770876,2022-05-27 21:06:36 UTC,316.0799866,1.88,20160,0b0100111011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),64378,-97.770876,30.501711,30.501711,-97.770876,61777,80046.85135
157,2208,-97.770876,30.506208,,100,100,0,,100,7/13/23 19:44,282.3 secs,,0,0,1,0,0,0,98,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,2208,-97.770876,30.506208,,100,100,0,,100,7/13/23 19:44,282.3 secs,,0,0,1,0,0,0,98,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,-97.770876,30.506208,61777,2111.83663,22,80046.85135,30.506208,-97.770876,2023-09-09 11:26:30 UTC,297.7399902,2.3199999,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),67057,-97.770876,30.506208,30.506208,-97.770876,61777,80046.85135
158,2209,-97.770876,30.510704,,100,100,0,,98,7/13/23 19:48,255.0 secs,,0,0,7,0,25,0,0,0,0,34,14,0,0,20,,,,,,,,,,,,,,,,,,,,,2209,-97.770876,30.510704,,100,100,0,,98,7/13/23 19:48,255.0 secs,,0,0,7,0,25,0,0,0,0,34,14,0,0,20,,,,,,,,,,,,,,,,,,,,,-97.770876,30.510704,61777,2573.935862,22,80046.85135,30.510704,-97.770876,2023-04-17 12:41:49 UTC,284.9200134,1.2,40640,0b1001111011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),71192,-97.770876,30.510704,30.510704,-97.770876,61777,80046.85135
159,2210,-97.770876,30.515201,,100,100,0,,100,7/13/23 20:11,191.0 secs,,0,0,0,0,0,0,0,0,0,0,0,0,95,5,,,,,,,,,,,,,,,,,,,,,2210,-97.770876,30.515201,,100,100,0,,100,7/13/23 20:11,191.0 secs,,0,0,0,0,0,0,0,0,0,0,0,0,95,5,,,,,,,,,,,,,,,,,,,,,-97.770876,30.515201,61777,3047.614579,22,80046.85135,30.515201,-97.770876,2023-07-17 00:56:20 UTC,307,2.48,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),74870,-97.770876,30.515201,30.515201,-97.770876,61777,80046.85135
160,2211,-97.770876,30.519697,,100,100,0,,96,7/13/23 20:07,337.4 secs,,0,0,2,0,1,0,0,0,0,1,56,0,28,12,,,,,,,,,,,,,,,,,,,,,2211,-97.770876,30.519697,,100,100,0,,96,7/13/23 20:07,337.4 secs,,0,0,2,0,1,0,0,0,0,1,56,0,28,12,,,,,,,,,,,,,,,,,,,,,-97.770876,30.519697,61777,3528.044376,22,80046.85135,30.519697,-97.770876,2023-06-13 13:55:49 UTC,293.9599915,2.3599999,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),75987,-97.770876,30.519697,30.519697,-97.770876,61777,80046.85135
161,2212,-97.770876,30.524194,,100,100,0,,97,7/13/23 20:02,534.8 secs,,0,0,16,0,12,0,3,0,0,0,28,2,21,18,,,,,,,,,,,,,,,,,,,,,2212,-97.770876,30.524194,,100,100,0,,97,7/13/23 20:02,534.8 secs,,0,0,16,0,12,0,3,0,0,0,28,2,21,18,,,,,,,,,,,,,,,,,,,,,-97.770876,30.524194,61777,4012.976408,22,80046.85135,30.524194,-97.770876,2023-09-05 13:03:15 UTC,300.1199951,2.4000001,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),77576,-97.770876,30.524194,30.524194,-97.770876,61777,80046.85135
162,2213,-97.765658,30.501711,,100,100,0,,96,7/13/23 21:14,3286.4 secs,,0,0,5,0,13,0,0,0,0,29,28,0,0,25,,,,,,,,,,,,,,,,,,,,,2213,-97.765658,30.501711,,100,100,0,,96,7/13/23 21:14,3286.4 secs,,0,0,5,0,13,0,0,0,0,29,28,0,0,25,,,,,,,,,,,,,,,,,,,,,-97.765658,30.501711,61777,1979.085887,22,80046.85135,30.501711,-97.765658,2022-06-23 10:41:10 UTC,297.5400085,2.3599999,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),64720,-97.765658,30.501711,30.501711,-97.765658,61777,80046.85135
163,2214,-97.765658,30.506208,,100,100,0,,97,7/15/23 17:07,216.9 secs,,0,0,23,0,1,0,0,0,0,0,24,0,35,17,,,,,,,,,,,,,,,,,,,,,2214,-97.765658,30.506208,,100,100,0,,97,7/15/23 17:07,216.9 secs,,0,0,23,0,1,0,0,0,0,0,24,0,35,17,,,,,,,,,,,,,,,,,,,,,-97.765658,30.506208,61777,2363.359547,22,80046.85135,30.506208,-97.765658,2023-10-17 20:18:30 UTC,301.8599854,0.92,53184,0b1100111111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),68992,-97.765658,30.506208,30.506208,-97.765658,61777,80046.85135
164,2215,-97.765658,30.510704,,100,100,0,,99,7/15/23 17:09,152.7 secs,,0,0,0,0,0,0,0,0,3,0,1,0,96,0,,,,,,,,,,,,,,,,,,,,,2215,-97.765658,30.510704,,100,100,0,,99,7/15/23 17:09,152.7 secs,,0,0,0,0,0,0,0,0,3,0,1,0,96,0,,,,,,,,,,,,,,,,,,,,,-97.765658,30.510704,117987,2730.419637,22,80046.85135,30.510704,-97.765658,2023-07-06 04:55:11 UTC,303.4599915,2.8399999,2496,0b0000100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),71539,-97.765658,30.510704,30.510704,-97.765658,117987,80046.85135
165,2216,-97.765658,30.515201,,100,100,0,,96,7/15/23 17:43,337.5 secs,,0,0,11,0,12,0,0,0,0,27,28,0,0,22,,,,,,,,,,,,,,,,,,,,,2216,-97.765658,30.515201,,100,100,0,,96,7/15/23 17:43,337.5 secs,,0,0,11,0,12,0,0,0,0,27,28,0,0,22,,,,,,,,,,,,,,,,,,,,,-97.765658,30.515201,117987,3133.195832,22,80046.85135,30.515201,-97.765658,2022-08-09 00:18:07 UTC,307.9400024,2.8399999,2496,0b0000100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),74998,-97.765658,30.515201,30.515201,-97.765658,117987,80046.85135
