OBJECTID,plotid,longitude,latitude,shape,size_m,sample_points,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,Water>irrigation ditch,grass,Water>rivers/stream,Impervious Surface (no building),Wetlands,Water>lake/ponded/container,cultivated vegetation,Bare Ground,Building,Trees_CanopyCover,unknown,bush/scrub,shadow,shape.1,shape.2,shape.3,shape.4,shape.5,shape.6,shape.7,shape.8,shape_12_13_14_15_16_17_18_19_2,Water>treated pool,shape_12_13_14_15_16_17_18_19_3,shape_12_13_14_15_16_17_18_19_4,shape_12_13_14_15_16_17_18_19_5,shape_12_13_14_15_16_17_18_19_6,shape_12_13_14_15_16_17_18_19_7,shape_12_13_14_15_16_17_18_19_8,shape_12_13_14_15_16_17_18_19_9,shape_12_13_14_15_16_17_18_1_10,shape_12_13_14_15_16_17_18_1_11,shape_12_13_14_15_16_17_18_1_12,plotid 1,center_lon 1,center_lat 1,shape 1,size_m 1,sample_points 1,flagged 1,flagged_reason 1,confidence 1,collection_time 1,analysis_duration 1,common_securewatch_date 1,total_securewatch_dates 1,Land_Cover_Elements_Water_irr_1,grass 1,Land_Cover_Elements_Water_riv_1,Land_Cover_Elements_Impervious1,Wetlands 1,Land_Cover_Elements_Water_lake1,Land_Cover_Elements_cultivated1,Land_Cover_Elements_Bare_Grou_1,Building 1,Land_Cover_Elements_Trees_Can_1,unknown 1,Land_Cover_Elements_bush_scrub_,shadow 1,shape 1.1,shape 1.2,shape 1.3,shape 1.4,shape 1.5,shape 1.6,shape 1.7,shape 1.8,shape_12_13_14_15_16_17_18_1_13,Land_Cover_Elements_Water_tre_1,shape_12_13_14_15_16_17_18_1_14,shape_12_13_14_15_16_17_18_1_15,shape_12_13_14_15_16_17_18_1_16,shape_12_13_14_15_16_17_18_1_17,shape_12_13_14_15_16_17_18_1_18,shape_12_13_14_15_16_17_18_1_19,shape_12_13_14_15_16_17_18_1_20,shape_12_13_14_15_16_17_18_1_21,shape_12_13_14_15_16_17_18_1_22,shape_12_13_14_15_16_17_18_1_23,x_AOI,y_AOI,Median Income_AOI,Min Distance,AOI,Average Income_AOI,Latitude,Longitude,Date,ECO_L2T_LSTE_002_LST,ECO_L2T_LSTE_002_LST_err,ECO_L2T_LSTE_002_QC,ECO_L2T_LSTE_002_QC_bitmask,ECO_L2T_LSTE_002_QC_Mandatory_QA_flags,ECO_L2T_LSTE_002_QC_Mandatory_QA_flags_Description,ECO_L2T_LSTE_002_QC_Data_quality_flag,ECO_L2T_LSTE_002_QC_Data_quality_flag_Description,ECO_L2T_LSTE_002_QC_LST_accuracy,ECO_L2T_LSTE_002_QC_LST_accuracy_Description,ObjectId,x_LST,y_LST,AOI Latitude,AOI Longitude,Median Income_LST,Average Income_LST
166,2217,-97.765658,30.519697,,100,100,0,,95,7/15/23 17:24,329.3 secs,,0,0,12,0,28,0,0,0,0,27,14,0,0,19,,,,,,,,,,,,,,,,,,,,,2217,-97.765658,30.519697,,100,100,0,,95,7/15/23 17:24,329.3 secs,,0,0,12,0,28,0,0,0,0,27,14,0,0,19,,,,,,,,,,,,,,,,,,,,,-97.765658,30.519697,117987,3560.202421,22,80046.85135,30.519697,-97.765658,2023-09-24 20:59:12 UTC,319.1199951,3.04,2757,0b0000101011000101,0b01,"Pixel produced, nominal quality",0b01,Missing stripe pixel in bands 1 and 5,0b00,>2 K (Poor performance),75568,-97.765658,30.519697,30.519697,-97.765658,117987,80046.85135
167,2218,-97.765658,30.524194,,100,100,0,,95,7/15/23 17:28,220.2 secs,,0,0,11,0,23,0,0,0,0,29,21,0,0,16,,,,,,,,,,,,,,,,,,,,,2218,-97.765658,30.524194,,100,100,0,,95,7/15/23 17:28,220.2 secs,,0,0,11,0,23,0,0,0,0,29,21,0,0,16,,,,,,,,,,,,,,,,,,,,,-97.765658,30.524194,117987,4003.853058,22,80046.85135,30.524194,-97.765658,2023-09-09 11:26:30 UTC,297.6000061,2.3199999,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),77274,-97.765658,30.524194,30.524194,-97.765658,117987,80046.85135
168,2219,-97.760439,30.501711,,100,100,0,,98,7/15/23 17:18,228.5 secs,,0,0,15,0,15,0,0,0,1,22,25,0,0,22,,,,,,,,,,,,,,,,,,,,,2219,-97.760439,30.501711,,100,100,0,,98,7/15/23 17:18,228.5 secs,,0,0,15,0,15,0,0,0,1,22,25,0,0,22,,,,,,,,,,,,,,,,,,,,,-97.760439,30.501711,117987,1658.112081,22,80046.85135,30.501711,-97.760439,2023-01-11 02:56:57 UTC,290.8999939,1.2,39616,0b1001101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),64556,-97.760439,30.501711,30.501711,-97.760439,117987,80046.85135
169,2220,-97.760439,30.506208,,100,100,0,,95,7/15/23 17:14,312.7 secs,,0,0,20,0,19,0,0,0,0,15,30,0,1,15,,,,,,,,,,,,,,,,,,,,,2220,-97.760439,30.506208,,100,100,0,,95,7/15/23 17:14,312.7 secs,,0,0,20,0,19,0,0,0,0,15,30,0,1,15,,,,,,,,,,,,,,,,,,,,,-97.760439,30.506208,117987,2029.053726,22,80046.85135,30.506208,-97.760439,2024-01-13 01:32:48 UTC,278.8399963,0.76,56256,0b1101101111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),68227,-97.760439,30.506208,30.506208,-97.760439,117987,80046.85135
170,2221,-97.760439,30.510704,,100,100,0,,88,7/15/23 22:18,559.8 secs,,0,0,7,0,0,0,0,0,9,0,40,0,28,16,,,,,,,,,,,,,,,,,,,,,2221,-97.760439,30.510704,,100,100,0,,88,7/15/23 22:18,559.8 secs,,0,0,7,0,0,0,0,0,9,0,40,0,28,16,,,,,,,,,,,,,,,,,,,,,-97.760439,30.510704,117987,2445.690453,22,80046.85135,30.510704,-97.760439,2022-11-11 03:04:16 UTC,294.1600037,2.24,19904,0b0100110111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),71030,-97.760439,30.510704,30.510704,-97.760439,117987,80046.85135
171,2222,-97.760439,30.515201,,100,100,0,,94,7/15/23 22:23,308.0 secs,,0,0,12,0,22,0,0,0,0,29,12,0,0,25,,,,,,,,,,,,,,,,,,,,,2222,-97.760439,30.515201,,100,100,0,,94,7/15/23 22:23,308.0 secs,,0,0,12,0,22,0,0,0,0,29,12,0,0,25,,,,,,,,,,,,,,,,,,,,,-97.760439,30.515201,117987,2888.458817,22,80046.85135,30.515201,-97.760439,2024-07-02 13:42:57 UTC,305.7000122,2.2,19136,0b0100101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),74280,-97.760439,30.515201,30.515201,-97.760439,117987,80046.85135
172,2223,-97.760439,30.519697,,100,100,0,,93,7/15/23 22:09,14975.6 secs,,0,0,6,0,15,0,0,0,0,34,33,0,0,12,,,,,,,,,,,,,,,,,,,,,2223,-97.760439,30.519697,,100,100,0,,93,7/15/23 22:09,14975.6 secs,,0,0,6,0,15,0,0,0,0,34,33,0,0,12,,,,,,,,,,,,,,,,,,,,,-97.760439,30.519697,117987,3346.847368,22,80046.85135,30.519697,-97.760439,2022-06-23 10:41:10 UTC,297.5,2.3599999,19904,0b0100110111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),75832,-97.760439,30.519697,30.519697,-97.760439,117987,80046.85135
173,2224,-97.760439,30.524194,,100,100,0,,94,7/15/23 17:59,285.5 secs,,0,0,18,0,24,0,0,0,0,24,16,1,0,17,,,,,,,,,,,,,,,,,,,,,2224,-97.760439,30.524194,,100,100,0,,94,7/15/23 17:59,285.5 secs,,0,0,18,0,24,0,0,0,0,24,16,1,0,17,,,,,,,,,,,,,,,,,,,,,-97.760439,30.524194,117987,3815.396855,22,80046.85135,30.524194,-97.760439,2023-01-30 18:50:24 UTC,276.2799988,1.92,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),77110,-97.760439,30.524194,30.524194,-97.760439,117987,80046.85135
174,2225,-97.75522,30.501711,,100,100,0,,92,7/15/23 17:54,631.0 secs,,0,0,49,0,0,0,0,0,31,0,6,0,12,2,,,,,,,,,,,,,,,,,,,,,2225,-97.75522,30.501711,,100,100,0,,92,7/15/23 17:54,631.0 secs,,0,0,49,0,0,0,0,0,31,0,6,0,12,2,,,,,,,,,,,,,,,,,,,,,-97.75522,30.501711,117987,1333.223075,22,80046.85135,30.501711,-97.75522,2023-02-03 02:11:11 UTC,278.4200134,1.4,39616,0b1001101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),64363,-97.75522,30.501711,30.501711,-97.75522,117987,80046.85135
175,2226,-97.75522,30.506208,,100,100,0,,96,7/15/23 22:26,167.5 secs,,0,0,43,0,0,0,0,0,1,0,23,0,13,20,,,,,,,,,,,,,,,,,,,,,2226,-97.75522,30.506208,,100,100,0,,96,7/15/23 22:26,167.5 secs,,0,0,43,0,0,0,0,0,1,0,23,0,13,20,,,,,,,,,,,,,,,,,,,,,-97.75522,30.506208,117987,1773.485784,22,80046.85135,30.506208,-97.75522,2023-02-07 00:35:06 UTC,287.0599976,1.52,19136,0b0100101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),68725,-97.75522,30.506208,30.506208,-97.75522,117987,80046.85135
176,2227,-97.75522,30.510704,,100,100,0,,95,7/16/23 0:31,227.6 secs,,0,0,10,0,14,0,0,0,1,17,36,0,4,18,,,,,,,,,,,,,,,,,,,,,2227,-97.75522,30.510704,,100,100,0,,95,7/16/23 0:31,227.6 secs,,0,0,10,0,14,0,0,0,1,17,36,0,4,18,,,,,,,,,,,,,,,,,,,,,-97.75522,30.510704,117987,2238.222351,22,80046.85135,30.510704,-97.75522,2022-07-27 21:01:17 UTC,318.8599854,2.52,3776,0b0000111011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),71295,-97.75522,30.510704,30.510704,-97.75522,117987,80046.85135
177,2228,-97.75522,30.515201,,100,100,0,,95,7/16/23 0:35,200.6 secs,,0,0,11,0,4,0,0,0,30,17,7,0,24,7,,,,,,,,,,,,,,,,,,,,,2228,-97.75522,30.515201,,100,100,0,,95,7/16/23 0:35,200.6 secs,,0,0,11,0,4,0,0,0,30,17,7,0,24,7,,,,,,,,,,,,,,,,,,,,,-97.75522,30.515201,117987,2715.046327,22,80046.85135,30.515201,-97.75522,2022-05-08 13:14:44 UTC,295.519989,1.72,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),74285,-97.75522,30.515201,30.515201,-97.75522,117987,80046.85135
178,2229,-97.75522,30.519697,,100,100,0,,97,7/16/23 0:43,477.5 secs,,0,0,24,0,21,0,0,0,0,29,5,0,0,21,,,,,,,,,,,,,,,,,,,,,2229,-97.75522,30.519697,,100,100,0,,97,7/16/23 0:43,477.5 secs,,0,0,24,0,21,0,0,0,0,29,5,0,0,21,,,,,,,,,,,,,,,,,,,,,-97.75522,30.519697,117987,3198.392445,22,80046.85135,30.519697,-97.75522,2023-09-29 03:32:58 UTC,300.7200012,2.24,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),76033,-97.75522,30.519697,30.519697,-97.75522,117987,80046.85135
179,2230,-97.75522,30.524194,,100,100,0,,95,7/16/23 0:48,317.8 secs,,0,0,9,0,26,0,0,0,0,31,10,0,0,24,,,,,,,,,,,,,,,,,,,,,2230,-97.75522,30.524194,,100,100,0,,95,7/16/23 0:48,317.8 secs,,0,0,9,0,26,0,0,0,0,31,10,0,0,24,,,,,,,,,,,,,,,,,,,,,-97.75522,30.524194,117987,3685.868258,22,80046.85135,30.524194,-97.75522,2023-03-26 05:35:55 UTC,284.2600098,1.16,40640,0b1001111011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),77752,-97.75522,30.524194,30.524194,-97.75522,117987,80046.85135
180,2231,-97.750001,30.501711,,100,100,0,,98,7/16/23 4:03,11708.8 secs,,0,0,0,0,0,0,0,0,0,0,70,0,26,4,,,,,,,,,,,,,,,,,,,,,2231,-97.750001,30.501711,,100,100,0,,98,7/16/23 4:03,11708.8 secs,,0,0,0,0,0,0,0,0,0,0,70,0,26,4,,,,,,,,,,,,,,,,,,,,,-97.750001,30.501711,117987,1143.54937,22,80046.85135,30.501711,-97.750001,2023-01-15 01:18:57 UTC,283.1600037,0.92,61120,0b1110111011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),65028,-97.750001,30.501711,30.501711,-97.750001,117987,80046.85135
181,2232,-97.750001,30.506208,,100,100,0,,96,7/16/23 4:09,6.0 secs,,0,0,10,0,20,0,1,0,0,20,28,1,1,19,,,,,,,,,,,,,,,,,,,,,2232,-97.750001,30.506208,,100,100,0,,96,7/16/23 4:09,6.0 secs,,0,0,10,0,20,0,1,0,0,20,28,1,1,19,,,,,,,,,,,,,,,,,,,,,-97.750001,30.506208,117987,1635.693991,22,80046.85135,30.506208,-97.750001,2022-07-28 05:10:39 UTC,301.5,3.04,3520,0b0000110111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),68030,-97.750001,30.506208,30.506208,-97.750001,117987,80046.85135
182,2233,-97.750001,30.510704,,100,100,0,,95,7/16/23 0:27,210.7 secs,,0,0,5,0,5,0,25,0,0,17,22,0,9,17,,,,,,,,,,,,,,,,,,,,,2233,-97.750001,30.510704,,100,100,0,,95,7/16/23 0:27,210.7 secs,,0,0,5,0,5,0,25,0,0,17,22,0,9,17,,,,,,,,,,,,,,,,,,,,,-97.750001,30.510704,117987,2130.705026,22,80046.85135,30.510704,-97.750001,2023-11-02 13:55:00 UTC,279.8999939,0.92,56000,0b1101101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),71597,-97.750001,30.510704,30.510704,-97.750001,117987,80046.85135
183,2234,-97.750001,30.515201,,100,100,0,,93,7/16/23 0:24,136.2 secs,,0,0,0,0,0,0,0,0,3,0,48,0,33,16,,,,,,,,,,,,,,,,,,,,,2234,-97.750001,30.515201,,100,100,0,,93,7/16/23 0:24,136.2 secs,,0,0,0,0,0,0,0,0,3,0,48,0,33,16,,,,,,,,,,,,,,,,,,,,,-97.750001,30.515201,117987,2627.120626,22,80046.85135,30.515201,-97.750001,2024-01-13 09:43:05 UTC,275.6400146,0.76,56256,0b1101101111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),74408,-97.750001,30.515201,30.515201,-97.750001,117987,80046.85135
184,2235,-97.750001,30.519697,,100,100,0,,94,7/16/23 0:21,1036.1 secs,,0,0,0,0,0,0,0,0,5,0,56,0,29,10,,,,,,,,,,,,,,,,,,,,,2235,-97.750001,30.519697,,100,100,0,,94,7/16/23 0:21,1036.1 secs,,0,0,0,0,0,0,0,0,5,0,56,0,29,10,,,,,,,,,,,,,,,,,,,,,-97.750001,30.519697,117987,3124.103403,22,80046.85135,30.519697,-97.750001,2022-11-26 20:35:52 UTC,289.7000122,1.04,44992,0b1010111111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),76057,-97.750001,30.519697,30.519697,-97.750001,117987,80046.85135
185,2236,-97.750001,30.524194,,100,100,0,,98,7/16/23 0:04,162.9 secs,,0,0,0,0,0,0,0,0,0,0,72,0,23,5,,,,,,,,,,,,,,,,,,,,,2236,-97.750001,30.524194,,100,100,0,,98,7/16/23 0:04,162.9 secs,,0,0,0,0,0,0,0,0,0,0,72,0,23,5,,,,,,,,,,,,,,,,,,,,,-97.750001,30.524194,117987,3621.595543,22,80046.85135,30.524194,-97.750001,2023-06-28 08:11:54 UTC,298.0599976,1.76,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),77295,-97.750001,30.524194,30.524194,-97.750001,117987,80046.85135
186,3500,-97.7088,30.33708,,100,100,0,,100,7/19/23 16:21,750.5 secs,,0,0,19,0,15,0,0,0,0,10,44,0,0,12,,,,,,,,,,,,,,,,,,,,,3500,-97.7088,30.33708,,100,100,0,,100,7/19/23 16:21,750.5 secs,,0,0,19,0,15,0,0,0,0,10,44,0,0,12,,,,,,,,,,,,,,,,,,,,,-97.7088,30.33708,63672,1884.935005,35,49128.7027,30.33708,-97.7088,2023-06-20 11:27:16 UTC,298.2799988,2.6400001,2496,0b0000100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),44429,-97.7088,30.33708,30.33708,-97.7088,63672,49128.7027
187,3501,-97.7218,30.32584,,100,100,0,,100,7/19/23 16:44,1406.3 secs,,0,0,13,0,33,0,0,0,8,23,0,17,0,6,,,,,,,,,,,,,,,,,,,,,3501,-97.7218,30.32584,,100,100,0,,100,7/19/23 16:44,1406.3 secs,,0,0,13,0,33,0,0,0,8,23,0,17,0,6,,,,,,,,,,,,,,,,,,,,,-97.7218,30.32584,63672,2316.854961,35,49128.7027,30.32584,-97.7218,2023-05-18 08:43:11 UTC,294.519989,1.92,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),39534,-97.7218,30.32584,30.32584,-97.7218,63672,49128.7027
188,3502,-97.7218,30.33033,,100,100,0,,100,7/19/23 16:52,494.7 secs,,0,0,17,0,20,0,0,0,0,6,35,3,0,19,,,,,,,,,,,,,,,,,,,,,3502,-97.7218,30.33033,,100,100,0,,100,7/19/23 16:52,494.7 secs,,0,0,17,0,20,0,0,0,0,6,35,3,0,19,,,,,,,,,,,,,,,,,,,,,-97.7218,30.33033,63672,1825.015241,35,49128.7027,30.33033,-97.7218,2024-06-01 17:40:49 UTC,300.3800049,2.5599999,1472,0b0000010111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),41162,-97.7218,30.33033,30.33033,-97.7218,63672,49128.7027
189,3503,-97.7218,30.33483,,100,100,0,,100,7/19/23 16:58,360.9 secs,,0,0,1,0,24,0,0,0,0,54,6,9,2,4,,,,,,,,,,,,,,,,,,,,,3503,-97.7218,30.33483,,100,100,0,,100,7/19/23 16:58,360.9 secs,,0,0,1,0,24,0,0,0,0,54,6,9,2,4,,,,,,,,,,,,,,,,,,,,,-97.7218,30.33483,63672,1336.479661,35,49128.7027,30.33483,-97.7218,2023-02-26 08:26:34 UTC,285.2999878,1.88,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),43280,-97.7218,30.33483,30.33483,-97.7218,63672,49128.7027
190,3504,-97.7218,30.33933,,100,100,0,,100,7/19/23 17:08,581.9 secs,,0,0,6,0,12,0,0,0,1,19,38,3,0,21,,,,,,,,,,,,,,,,,,,,,3504,-97.7218,30.33933,,100,100,0,,100,7/19/23 17:08,581.9 secs,,0,0,6,0,12,0,0,0,1,19,38,3,0,21,,,,,,,,,,,,,,,,,,,,,-97.7218,30.33933,63672,859.8835864,35,49128.7027,30.33933,-97.7218,2023-04-21 11:05:18 UTC,289.5,2.04,19904,0b0100110111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),44435,-97.7218,30.33933,30.33933,-97.7218,63672,49128.7027
191,3505,-97.7218,30.34382,,100,100,0,,100,7/19/23 17:29,1221.9 secs,,0,0,15,0,20,0,0,0,0,14,30,1,0,20,,,,,,,,,,,,,,,,,,,,,3505,-97.7218,30.34382,,100,100,0,,100,7/19/23 17:29,1221.9 secs,,0,0,15,0,20,0,0,0,0,14,30,1,0,20,,,,,,,,,,,,,,,,,,,,,-97.7218,30.34382,63672,437.0533889,35,49128.7027,30.34382,-97.7218,2023-10-29 07:21:58 UTC,292.6799927,2.3199999,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),45831,-97.7218,30.34382,30.34382,-97.7218,63672,49128.7027
192,3506,-97.7218,30.34832,,100,100,0,,100,7/19/23 17:49,1207.5 secs,,0,0,5,0,15,0,0,0,0,11,52,0,0,17,,,,,,,,,,,,,,,,,,,,,3506,-97.7218,30.34832,,100,100,0,,100,7/19/23 17:49,1207.5 secs,,0,0,5,0,15,0,0,0,0,11,52,0,0,17,,,,,,,,,,,,,,,,,,,,,-97.7218,30.34832,63672,372.268544,35,49128.7027,30.34832,-97.7218,2022-07-28 05:10:39 UTC,303.5799866,3.04,2496,0b0000100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),45079,-97.7218,30.34832,30.34832,-97.7218,63672,49128.7027
193,3507,-97.7166,30.32584,,100,100,0,,100,7/19/23 17:50,72.3 secs,,0,0,0,0,17,0,0,0,40,39,0,1,0,3,,,,,,,,,,,,,,,,,,,,,3507,-97.7166,30.32584,,100,100,0,,100,7/19/23 17:50,72.3 secs,,0,0,0,0,17,0,0,0,40,39,0,1,0,3,,,,,,,,,,,,,,,,,,,,,-97.7166,30.32584,48731,2286.314646,35,49128.7027,30.32584,-97.7166,2024-06-24 16:54:31 UTC,317.6799927,2.52,2752,0b0000101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),39731,-97.7166,30.32584,30.32584,-97.7166,48731,49128.7027
194,3508,-97.7166,30.33033,,100,100,0,,100,7/19/23 21:46,14165.8 secs,,0,0,4,0,5,0,0,0,7,7,64,2,2,9,,,,,,,,,,,,,,,,,,,,,3508,-97.7166,30.33033,,100,100,0,,100,7/19/23 21:46,14165.8 secs,,0,0,4,0,5,0,0,0,7,7,64,2,2,9,,,,,,,,,,,,,,,,,,,,,-97.7166,30.33033,63672,1974.001444,35,49128.7027,30.33033,-97.7166,2022-12-11 14:58:13 UTC,284.3999939,1.92,17856,0b0100010111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),41217,-97.7166,30.33033,30.33033,-97.7166,63672,49128.7027
195,3509,-97.7166,30.33483,,100,100,0,,100,7/19/23 21:53,395.8 secs,,0,0,9,0,30,0,0,0,0,18,20,13,0,10,,,,,,,,,,,,,,,,,,,,,3509,-97.7166,30.33483,,100,100,0,,100,7/19/23 21:53,395.8 secs,,0,0,9,0,30,0,0,0,0,18,20,13,0,10,,,,,,,,,,,,,,,,,,,,,-97.7166,30.33483,63672,1533.673066,35,49128.7027,30.33483,-97.7166,2022-11-08 03:52:13 UTC,293.9400024,2.1199999,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),43953,-97.7166,30.33483,30.33483,-97.7166,63672,49128.7027
196,3510,-97.7166,30.33933,,100,100,0,,100,7/19/23 21:59,400.2 secs,,0,0,16,0,8,0,0,0,5,9,52,3,0,7,,,,,,,,,,,,,,,,,,,,,3510,-97.7166,30.33933,,100,100,0,,100,7/19/23 21:59,400.2 secs,,0,0,16,0,8,0,0,0,5,9,52,3,0,7,,,,,,,,,,,,,,,,,,,,,-97.7166,30.33933,63672,1142.518746,35,49128.7027,30.33933,-97.7166,2022-07-13 02:40:32 UTC,303.6600037,2.4400001,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),44546,-97.7166,30.33933,30.33933,-97.7166,63672,49128.7027
197,3511,-97.7166,30.34382,,100,100,0,,100,7/19/23 22:06,411.9 secs,,0,0,31,0,23,0,0,0,0,41,1,0,0,4,,,,,,,,,,,,,,,,,,,,,3511,-97.7166,30.34382,,100,100,0,,100,7/19/23 22:06,411.9 secs,,0,0,31,0,23,0,0,0,0,41,1,0,0,4,,,,,,,,,,,,,,,,,,,,,-97.7166,30.34382,63672,870.0224922,35,49128.7027,30.34382,-97.7166,2022-06-19 12:17:16 UTC,298.1799927,2.28,19904,0b0100110111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),45960,-97.7166,30.34382,30.34382,-97.7166,63672,49128.7027
198,3512,-97.7166,30.34832,,100,100,0,,100,7/19/23 22:51,2707.6 secs,,0,0,18,0,20,0,0,0,2,15,35,2,0,8,,,,,,,,,,,,,,,,,,,,,3512,-97.7166,30.34832,,100,100,0,,100,7/19/23 22:51,2707.6 secs,,0,0,18,0,20,0,0,0,2,15,35,2,0,8,,,,,,,,,,,,,,,,,,,,,-97.7166,30.34832,63672,839.3339326,35,49128.7027,30.34832,-97.7166,2023-04-21 19:15:29 UTC,311.5,1.4,36544,0b1000111011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),45678,-97.7166,30.34832,30.34832,-97.7166,63672,49128.7027
199,3513,-97.7114,30.32584,,100,100,0,,100,7/19/23 22:54,155.9 secs,,0,0,2,0,18,0,0,0,0,62,6,0,1,11,,,,,,,,,,,,,,,,,,,,,3513,-97.7114,30.32584,,100,100,0,,100,7/19/23 22:54,155.9 secs,,0,0,2,0,18,0,0,0,0,62,6,0,1,11,,,,,,,,,,,,,,,,,,,,,-97.7114,30.32584,48731,1884.389145,35,49128.7027,30.32584,-97.7114,2022-05-27 21:06:36 UTC,323.1400146,1.92,19136,0b0100101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),39748,-97.7114,30.32584,30.32584,-97.7114,48731,49128.7027
200,3514,-97.7114,30.33033,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3514,-97.7114,30.33033,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.7114,30.33033,63672,2227.715803,35,49128.7027,30.33033,-97.7114,2024-01-09 11:20:26 UTC,278.8999939,0.68,60352,0b1110101111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),41381,-97.7114,30.33033,30.33033,-97.7114,63672,49128.7027
201,3515,-97.7114,30.33483,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3515,-97.7114,30.33483,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.7114,30.33483,63672,1848.821333,35,49128.7027,30.33483,-97.7114,2023-04-29 15:59:58 UTC,297.8399963,1.08,44992,0b1010111111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),43747,-97.7114,30.33483,30.33483,-97.7114,63672,49128.7027
202,3516,-97.7114,30.33933,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3516,-97.7114,30.33933,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.7114,30.33933,63672,1539.898561,35,49128.7027,30.33933,-97.7114,2023-03-26 05:35:55 UTC,284.9599915,1.12,44736,0b1010111011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),44159,-97.7114,30.33933,30.33933,-97.7114,63672,49128.7027
